,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2144,55,Allen Crossroad,Denis,Jones,49,Lodger,Single,Male,"Psychologist, counselling",None,Christian
2145,55,Allen Crossroad,Emily,Kent,47,Lodger,Single,Female,Armed forces logistics/support/administrative officer,None,None
2146,56,Allen Crossroad,Benjamin,Ellis,73,Head,Widowed,Male,Retired Learning mentor,None,Christian
2147,57,Allen Crossroad,Carole,Johnston,35,Head,Divorced,Female,Unemployed,None,Catholic
2148,57,Allen Crossroad,Fiona,Johnston,11,Daughter,NA,Female,Student,None,NA
2149,57,Allen Crossroad,Jasmine,Johnston,9,Daughter,NA,Female,Student,None,NA
2150,57,Allen Crossroad,Garry,Johnston,8,Son,NA,Male,Student,None,NA
2151,58,Allen Crossroad,Phillip,Ward,42,Head,Single,Male,Operational researcher,None,Christian
2152,58,Allen Crossroad,Alison,Rogers,38,Partner,Single,Female,Editorial assistant,Mental Disability,None
2153,58,Allen Crossroad,Iain,Ward,7,Son,NA,Male,Student,None,NA
2154,59,Allen Crossroad,Hilary,Cooper,35,Head,Married,Female,Aeronautical engineer,None,None
2155,59,Allen Crossroad,Dale,Cooper,38,Husband,Married,Male,Geoscientist,None,None
2156,59,Allen Crossroad,Robin,Cooper,16,Son,NA,Male,Student,None,NA
2157,60,Allen Crossroad,Melanie,Parker,49,Head,Divorced,Female,Unemployed,None,Catholic
2158,60,Allen Crossroad,Craig,Parker,11,Son,NA,Male,Student,None,NA
2159,60,Allen Crossroad,Toby,Parker,10,Son,NA,Male,Student,None,NA
2160,60,Allen Crossroad,Victoria,Parker,7,Daughter,NA,Female,Student,None,NA
2161,61,Allen Crossroad,Eleanor,Hutchinson,55,Head,Divorced,Female,Unemployed,None,Catholic
2162,61,Allen Crossroad,Colin,Hutchinson,17,Son,NA,Male,Student,None,NA
2163,62,Allen Crossroad,Carly,Warren,67,Head,Married,Female,Unemployed,None,Christian
2164,62,Allen Crossroad,Barry,Warren,69,Husband,Married,Male,"Retired Scientist, biomedical",None,Christian
2165,62,Allen Crossroad,Patrick,Warren,31,Son,Widowed,Male,"Research officer, political party",None,Christian
2166,63,Allen Crossroad,Jade,Martin,49,Head,Single,Female,"Surveyor, mining",None,Christian
2167,63,Allen Crossroad,Norman,Martin,29,Son,Single,Male,Arts development officer,None,None
2168,63,Allen Crossroad,Thomas,Martin,21,Son,Single,Male,University Student,None,None
2169,63,Allen Crossroad,Grace,Martin,18,Daughter,Single,Female,Student,None,None
2170,64,Allen Crossroad,Simon,Doherty,78,Head,Married,Male,Retired Intelligence analyst,None,None
2171,64,Allen Crossroad,Margaret,Doherty,76,Wife,Married,Female,Retired Microbiologist,None,Christian
2172,65,Allen Crossroad,Jade,Kelly,36,Head,Single,Female,Environmental health practitioner,None,Muslim
2173,65,Allen Crossroad,Lee,Kelly,10,Son,NA,Male,Student,None,NA
2174,66,Allen Crossroad,Matthew,Robertson,77,Head,Single,Male,Retired Furniture conservator/restorer,None,Christian
2175,67,Allen Crossroad,William,Clark,73,Head,Widowed,Male,Retired Counsellor,None,Christian
2176,67,Allen Crossroad,Megan,Lawson,28,Granddaughter,Single,Female,Solicitor,None,None
2177,67,Allen Crossroad,Sally,Lawson,25,Granddaughter,Single,Female,Estate agent,None,None
2178,68,Allen Crossroad,Natasha,Johnston,31,Head,Married,Female,Furniture conservator/restorer,None,None
2179,68,Allen Crossroad,Russell,Johnston,36,Husband,Married,Male,Occupational therapist,None,None
2180,68,Allen Crossroad,Ross,Sanders,47,Lodger,Single,Male,Freight forwarder,None,None
2181,68,Allen Crossroad,Robert,Davies,40,Lodger,Single,Male,Public house manager,None,Methodist
2182,68,Allen Crossroad,Damien,Russell,32,Lodger,Widowed,Male,Archivist,None,Methodist
2183,69,Allen Crossroad,Beth,Bradley,56,Head,Married,Female,"Pilot, airline",None,Christian
2184,69,Allen Crossroad,Declan,Bradley,56,Husband,Married,Male,"Editor, film/video",None,Christian
2185,69,Allen Crossroad,Josh,Bradley,17,Son,NA,Male,Student,None,NA
2186,70,Allen Crossroad,Leon,Hurst,76,Head,Widowed,Male,"Retired Investment banker, operational",None,Muslim
2187,71,Allen Crossroad,Harriet,Gill,64,Head,Married,Female,Solicitor,None,Catholic
2188,71,Allen Crossroad,Nicholas,Baker,66,Husband,Married,Male,"Surveyor, building",None,None
2189,71,Allen Crossroad,Georgina,Gill,42,Daughter,Single,Female,Forensic psychologist,None,Catholic
2190,72,Allen Crossroad,Cheryl,Summers,48,Head,Widowed,Female,Community pharmacist,None,None
2191,72,Allen Crossroad,Carol,Ahmed,25,None,Single,Female,Water quality scientist,None,Muslim
2192,72,Allen Crossroad,Roy,Wilson,43,None,Single,Male,Operations geologist,None,Christian
2193,72,Allen Crossroad,Tracey,Abbott,20,None,Single,Female,University Student,None,Catholic
2194,73,Allen Crossroad,Julia,Kelly,84,Head,Married,Female,Retired Energy manager,None,Christian
2195,73,Allen Crossroad,Iain,Kelly,84,Husband,Married,Male,Retired Health promotion specialist,None,None
2196,74,Allen Crossroad,Hollie,Smith,37,Head,Single,Female,Unemployed,None,Christian
2197,74,Allen Crossroad,Leanne,Smith,6,Daughter,NA,Female,Student,None,NA
2198,74,Allen Crossroad,Annette,Smith,4,Daughter,NA,Female,Child,None,NA
2199,75,Allen Crossroad,Matthew,Jones,93,Head,Widowed,Male,Retired Chief of Staff,None,None
2200,76,Allen Crossroad,Francesca,Mason,38,Head,Divorced,Female,Unemployed,None,Christian
2201,76,Allen Crossroad,Christian,Potter,35,Cousin,Divorced,Male,Retail banker,None,None
2202,76,Allen Crossroad,Leigh,Gordon,22,Sibling,Single,Male,University Student,None,None
2203,76,Allen Crossroad,Mohamed,Elliott,49,Lodger,Divorced,Male,Civil Service administrator,None,Catholic
2204,77,Allen Crossroad,Vanessa,Pugh,57,Head,Married,Female,Community development worker,None,None
2205,77,Allen Crossroad,Arthur,Pugh,64,Husband,Married,Male,"Loss adjuster, chartered",None,None
2206,77,Allen Crossroad,Hayley,Pugh,23,Daughter,Single,Female,Unemployed,None,None
2207,77,Allen Crossroad,Ashleigh,Pugh,5,Daughter,NA,Female,Student,None,NA
2208,78,Allen Crossroad,Guy,Williams,36,Head,Married,Male,Chief Operating Officer,None,Catholic
2209,78,Allen Crossroad,Cheryl,Williams,34,Wife,Married,Female,Television camera operator,None,Catholic
2210,78,Allen Crossroad,Sally,Williams,6,Daughter,NA,Female,Student,None,NA
2211,78,Allen Crossroad,Rachael,Williams,2,Daughter,NA,Female,Child,None,NA
2212,78,Allen Crossroad,Jodie,Taylor,60,Lodger,Single,Female,Chief Operating Officer,None,Christian
2213,79,Allen Crossroad,Megan,Perry,40,Head,Married,Female,Technical brewer,None,Catholic
2214,79,Allen Crossroad,Glen,Perry,39,Husband,Married,Male,"Runner, broadcasting/film/video",None,Catholic
2215,79,Allen Crossroad,Kevin,Perry,16,Son,NA,Male,Student,None,NA
2216,79,Allen Crossroad,Carl,Perry,15,Son,NA,Male,Student,None,NA
2217,80,Allen Crossroad,Rosie,Spencer,49,Head,Married,Female,Landscape architect,None,Christian
2218,80,Allen Crossroad,Jonathan,Spencer,50,Husband,Married,Male,"Designer, industrial/product",None,None
2219,80,Allen Crossroad,Mary,Spencer,15,Daughter,NA,Female,Student,None,NA
2220,81,Allen Crossroad,Marian,Smith,31,Head,Single,Female,Unemployed,None,Muslim
2221,82,Allen Crossroad,Denise,Butler,47,Head,Single,Female,Actor,None,Christian
2222,82,Allen Crossroad,Tina,Butler,14,Daughter,NA,Female,Student,None,NA
2223,82,Allen Crossroad,Peter,Butler,11,Son,NA,Male,Student,None,NA
2224,83,Allen Crossroad,Leslie,Robinson,28,Head,Divorced,Male,Pharmacologist,None,Christian
2225,83,Allen Crossroad,Graeme,Long,51,Visitor,Single,Male,Recycling officer,None,Christian
2226,83,Allen Crossroad,Hannah,Campbell,41,Lodger,Single,Female,Clinical molecular geneticist,None,Methodist
2227,84,Allen Crossroad,Natasha,Cook,40,Head,Married,Female,Hydrographic surveyor,None,Catholic
2228,84,Allen Crossroad,Frederick,Cook,35,Husband,Married,Male,"Education officer, museum",None,None
2229,84,Allen Crossroad,Duncan,Cook,15,Son,NA,Male,Student,None,NA
2230,85,Allen Crossroad,Lydia,Wilson,35,Head,Single,Female,Nature conservation officer,None,None
2231,85,Allen Crossroad,Keith,Wilson,12,Son,NA,Male,Student,None,NA
2232,85,Allen Crossroad,Patricia,Wilson,9,Daughter,NA,Female,Student,None,NA
2233,86,Allen Crossroad,Sarah,Baldwin,45,Head,Married,Female,"Psychotherapist, dance movement",None,None
2234,86,Allen Crossroad,Leon,Baldwin,49,Husband,Married,Male,"Lecturer, further education",None,None
2235,86,Allen Crossroad,Chloe,Ferguson-Baldwin,14,Daughter,NA,Female,Student,None,NA
2236,87,Allen Crossroad,Maria,Yates,44,Head,Widowed,Female,Unemployed,None,None
2237,87,Allen Crossroad,Liam,Yates,10,Son,NA,Male,Student,None,NA
2238,87,Allen Crossroad,Leanne,Yates,5,Daughter,NA,Female,Student,None,NA
2239,88,Allen Crossroad,Maurice,Stone,41,Head,Single,Male,Publishing copy,None,Methodist
2240,89,Allen Crossroad,Deborah,Wall,48,Head,Married,Female,"Surveyor, building control",None,Methodist
2241,89,Allen Crossroad,Jeremy,Wall,48,Husband,Married,Male,English as a foreign language teacher,None,Methodist
2242,89,Allen Crossroad,Zoe,Wall,7,Daughter,NA,Female,Student,None,NA
2243,90,Allen Crossroad,Jacob,Chapman,40,Head,Married,Male,"Conservation officer, historic buildings",None,Christian
2244,90,Allen Crossroad,Bethany,Chapman,39,Wife,Married,Female,"Conservator, furniture",None,Christian
2245,90,Allen Crossroad,Craig,Chapman,10,Son,NA,Male,Student,None,NA
2246,91,Allen Crossroad,Joanne,Ali,26,Head,Single,Female,Dentist,None,Christian
2247,91,Allen Crossroad,Rebecca,Thomas,45,None,Single,Female,English as a foreign language teacher,None,None
2248,92,Allen Crossroad,Hannah,Winter,40,Head,Divorced,Female,"Administrator, Civil Service",None,Catholic
2249,92,Allen Crossroad,Lisa,Winter,16,Daughter,NA,Female,Student,None,NA
2250,92,Allen Crossroad,Diane,Winter,12,Daughter,NA,Female,Student,None,NA
2251,93,Allen Crossroad,Mitchell,Schofield,31,Head,Single,Male,Careers adviser,None,None
2252,93,Allen Crossroad,Ian,Griffiths,63,None,Single,m,Administrator,None,None
2253,93,Allen Crossroad,Emily,Jones,39,None,Single,Female,Emergency planning/management officer,None,Christian
2254,94,Allen Crossroad,Jemma,Baldwin,63,Head,Single,F,Commissioning editor,None,Christian
2255,94,Allen Crossroad,Benjamin,Wright,65,Partner,Single,male,Production manager,None,Christian
2256,94,Allen Crossroad,Bruce,Baldwin,15,Son,NA,Male,Student,None,NA
2257,95,Allen Crossroad,Nicole,Allan,33,Head,Married,Female,Town planner,None,Muslim
2258,95,Allen Crossroad,Stanley,Allan,38,Husband,Married,Male,Catering manager,None,Muslim
2259,95,Allen Crossroad,Nathan,Allan,13,Son,NA,Male,Student,None,NA
2260,95,Allen Crossroad,Jacqueline,Allan,11,Daughter,NA,Female,Student,None,NA
2261,96,Allen Crossroad,Oliver,Smart,42,Head,Single,Male,Unemployed,None,None
2262,97,Allen Crossroad,Claire,Harris,28,Head,Married,Female,Actuary,None,None
2263,97,Allen Crossroad,Daniel,Harris,31,Husband,Married,Male,Government social research officer,None,None
2264,97,Allen Crossroad,Brian,Harris,3,Son,NA,Male,Child,None,NA
2265,98,Allen Crossroad,Tracy,Rogers,45,Head,Married,female,Agricultural engineer,None,Catholic
2266,98,Allen Crossroad,John,Rogers,47,Husband,Married,Male,Quarry manager,None,Catholic
2267,99,Allen Crossroad,Dominic,Phillips,46,Head,Married,Male,"Engineer, electrical",None,Methodist
2268,99,Allen Crossroad,Chloe,Phillips,43,Wife,Married,Female,Social worker,None,None
2269,100,Allen Crossroad,Annette,Jones,29,Head,Married,Female,Unemployed,None,Catholic
2270,100,Allen Crossroad,Vincent,Jones,29,Husband,Married,Male,Oncologist,None,Catholic
2271,100,Allen Crossroad,Mohammad,Jones,9,Son,NA,Male,Student,None,NA
2272,101,Allen Crossroad,Diane,Richards,43,Head,Married,Female,"Designer, furniture",None,Christian
2273,101,Allen Crossroad,Jake,Richards,43,Husband,Married,Male,Television/film/video producer,None,Christian
2274,101,Allen Crossroad,Carol,Richards,15,Daughter,NA,F,Student,None,NA
2275,102,Allen Crossroad,Lydia,Gordon,28,Head,Single,Female,Chiropractor,None,None
2276,102,Allen Crossroad,Glenn,Savage,25,None,Single,Male,Insurance claims handler,None,None
2277,102,Allen Crossroad,Catherine,Marshall,19,None,Single,Female,Naval architect,None,Sikh
2278,102,Allen Crossroad,Raymond,Adams,31,None,Single,Male,Multimedia specialist,None,Christian
2279,102,Allen Crossroad,Annette,Kemp,32,None,Single,Female,"Pharmacist, community",None,Christian
2280,103,Allen Crossroad,Suzanne,McDonald,37,Head,Single,F,Unemployed,None,Muslim
2281,103,Allen Crossroad,Samantha,McDonald,8,Daughter,NA,Female,Student,None,NA
2282,103,Allen Crossroad,Thomas,McDonald,3,Son,NA,Male,Child,Deaf,NA
2283,104,Allen Crossroad,Patricia,Gardner,63,Head,Married,Female,"Programmer, multimedia",None,Catholic
2284,104,Allen Crossroad,Harry,Gardner,64,Husband,Married,Male,Applications developer,None,None
2285,104,Allen Crossroad,Dominic,Gardner,37,Son,Single,Male,Air broker,None,Catholic
2286,105,Allen Crossroad,Shaun,Watts,42,Head,Single,Male,"Administrator, charities/voluntary organisations",None,Catholic
2287,105,Allen Crossroad,Sharon,Gill,30,None,Single,Female,Industrial/product designer,None,None
2288,105,Allen Crossroad,Rachael,Hodgson,55,None,Single,Female,Product designer,None,Christian
2289,106,Allen Crossroad,Anne,Yates,39,Head,Single,Female,Academic librarian,None,None
2290,106,Allen Crossroad,Louis,Young,43,Partner,Single,Male,Audiological scientist,None,None
2291,106,Allen Crossroad,Nathan,Yates,13,Son,NA,Male,Student,None,NA
2292,106,Allen Crossroad,Patricia,Yates,9,Daughter,NA,Female,Student,None,NA
2293,106,Allen Crossroad,Brandon,Edwards-Yates,9,Son,NA,Male,Student,None,NA
2294,107,Allen Crossroad,Eleanor,Price,23,Head,Married,Female,"Engineer, electrical",None,Methodist
2295,107,Allen Crossroad,Jay,Price,26,Husband,Married,M,Unemployed,None,Methodist
2296,107,Allen Crossroad,Garry,Harris,5,Son,NA,Male,Student,None,NA
2297,108,Allen Crossroad,Kim,Brown,40,Head,Widowed,female,Unemployed,None,Catholic
2298,108,Allen Crossroad,Melissa,Brown,23,Daughter,Single,Female,"Merchandiser, retail",None,Catholic
2299,108,Allen Crossroad,Roger,Brown,20,Son,Single,Male,University Student,None,None
2300,109,Allen Crossroad,Donald,Hanson,84,Head,Widowed,Male,Retired Private music teacher,None,Christian
2301,110,Allen Crossroad,Sharon,Lee,53,Head,Married,Female,Systems analyst,None,Christian
2302,110,Allen Crossroad,Joe,Lee,51,Husband,Married,Male,Immigration officer,None,None
2303,110,Allen Crossroad,Glenn,Lees-Lee,17,Son,NA,Male,Student,None,NA
2304,111,Allen Crossroad,Lynda,Smith,35,Head,Single,Female,Unemployed,None,None
2305,112,Allen Crossroad,Margaret,Griffiths,57,Head,Married,Female,Museum/gallery exhibitions officer,None,Christian
2306,112,Allen Crossroad,Leslie,Griffiths,58,Husband,Married,Male,Regulatory affairs officer,None,None
2307,112,Allen Crossroad,Clifford,Griffiths,27,Son,Single,Male,Landscape architect,None,Christian
2308,112,Allen Crossroad,Carole,Griffiths,26,Daughter,Single,Female,Technical sales engineer,None,Christian
2309,113,Allen Crossroad,Rosemary,Bailey,81,Head,Divorced,Female,"Retired Teacher, primary school",None,None
2310,114,Allen Crossroad,Max,Spencer,72,Head,Widowed,Male,"Retired Psychologist, educational",None,Christian
2311,115,Allen Crossroad,Tracey,Kelly,34,Head,Married,Female,Hydrologist,None,Catholic
2312,115,Allen Crossroad,Bradley,Kelly,40,Husband,Married,Male,Civil Service fast streamer,None,None
2313,115,Allen Crossroad,Gary,Kelly,16,Son,NA,Male,Student,None,NA
2314,116,Allen Crossroad,Howard,Price,51,Head,Married,Male,"Engineer, technical sales",None,Methodist
2315,116,Allen Crossroad,Ricky,Price,56,Husband,Married,Male,Social researcher,None,Methodist
2316,117,Allen Crossroad,Anna,Thompson,39,Head,Married,Female,Administrator,None,Catholic
2317,117,Allen Crossroad,Josh,Thompson,41,Husband,Married,male,"Journalist, broadcasting",None,None
2318,117,Allen Crossroad,Joel,Thompson,0,Son,NA,Male,Child,None,NA
2319,117,Allen Crossroad,Emma,Baker,22,Lodger,Divorced,Female,Records manager,None,None
2320,117,Allen Crossroad,Jill,Jenkins,21,Lodger,Single,Female,University Student,None,None
2321,118,Allen Crossroad,Amy,Pearce,20,Head,Married,Female,University Student,None,Catholic
2322,118,Allen Crossroad,Jonathan,Pearce,22,Husband,Married,Male,University Student,None,Catholic
2323,118,Allen Crossroad,Eleanor,Myers,51,Lodger,Divorced,female,Arts administrator,None,None
2324,119,Allen Crossroad,Janet,Wright,38,Head,Single,Female,Chief Operating Officer,None,None
2325,119,Allen Crossroad,Owen,Wright,0,Son,NA,Male,Child,None,NA
2326,119,Allen Crossroad,Declan,Parry,42,Lodger,Single,Male,Fine artist,None,Catholic
2327,120,Allen Crossroad,Josephine,Davis,67,Head,Widowed,Female,Unemployed,None,Christian
2328,120,Allen Crossroad,Gail,Davis,45,Daughter,Single,Female,Energy manager,None,Christian
2329,120,Allen Crossroad,Debra,Davis,41,Daughter,Single,Female,Actor,None,Christian
2330,121,Allen Crossroad,Joanne,Jackson,57,Head,Single,Female,Dealer,None,None
2331,121,Allen Crossroad,Mohamed,Jackson,29,Son,Single,Male,Research scientist (physical sciences),None,None
2332,121,Allen Crossroad,Colin,Jackson,29,Son,Single,Male,Public librarian,None,None
2333,122,Allen Crossroad,Peter,Patel,23,Head,Married,Male,Production manager,None,None
2334,122,Allen Crossroad,Julie,Patel,22,Wife,Married,Female,University Student,None,None
2335,123,Allen Crossroad,Stacey,Miller,50,Head,Married,Female,Surgeon,None,Christian
2336,123,Allen Crossroad,Terence,Miller,53,Husband,Married,Male,"Lecturer, higher education",None,Christian
2337,123,Allen Crossroad,Lisa,Miller,25,Daughter,Single,Female,Chartered public finance accountant,None,Christian
2338,123,Allen Crossroad,Alex,Miller,22,Son,Single,Male,University Student,None,Christian
2339,123,Allen Crossroad,Charlene,Miller,7,Daughter,NA,Female,Student,None,NA
2340,124,Allen Crossroad,Heather,Smith,50,Head,Married,Female,Senior tax professional/tax inspector,None,None
2341,124,Allen Crossroad,Abdul,Smith,53,Husband,Married,Male,"Embryologist, clinical",None,None
2342,124,Allen Crossroad,Abdul,Smith,12,Son,NA,Male,Student,None,NA
2343,124,Allen Crossroad,Michelle,Smith,8,Daughter,NA,Female,Student,None,NA
2344,125,Allen Crossroad,Kathryn,Briggs,51,Head,Married,Female,Product manager,None,Christian
2345,125,Allen Crossroad,Russell,Briggs,50,Husband,Married,Male,"Scientist, forensic",None,Christian
2346,125,Allen Crossroad,Howard,Briggs,16,Son,NA,Male,Student,None,NA
2347,126,Allen Crossroad,Philip,Lees,18,Head,Single,Male,Student,None,NA
2348,127,Allen Crossroad,Alice,Barton,34,Head,Single,Female,Unemployed,None,Christian
2349,127,Allen Crossroad,Lesley,Barton,13,Daughter,NA,Female,Student,None,NA
2350,128,Allen Crossroad,Jean,Quinn,29,Head,Married,Female,Broadcast journalist,None,Catholic
2351,128,Allen Crossroad,Matthew,Quinn,27,Husband,Married,Male,"Engineer, structural",None,Catholic
2352,128,Allen Crossroad,Dennis,Quinn,5,Son,NA,Male,Student,None,NA
2353,129,Allen Crossroad,Eileen,Smith,55,Head,Single,Female,Training and development officer,None,Christian
2354,129,Allen Crossroad,Lynne,Owen,20,Daughter,Single,Female,University Student,None,Christian
2355,130,Allen Crossroad,Leslie,Shah,48,Head,Single,Male,"Editor, film/video",None,None
2356,131,Allen Crossroad,Elliot,Flynn,54,Head,Divorced,Male,"Producer, television/film/video",None,None
2357,132,Allen Crossroad,Jordan,Wood,48,Head,Single,Male,Architect,None,Catholic
2358,132,Allen Crossroad,Margaret,Ford,27,None,Single,Female,Engineering geologist,None,None
2359,132,Allen Crossroad,Gerald,Walker,35,None,Single,Male,Clinical molecular geneticist,None,Christian
2360,133,Allen Crossroad,Kim,Hale,21,Head,Single,Female,University Student,None,Jewish
2361,134,Allen Crossroad,Joan,Lord,55,Head,Married,Female,Holiday representative,None,Christian
